Assay_Type	AvgSpotLen	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	Isolate	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	collection_date	flowcell_barcode	geographic_location_country_and_or_sea_region	gssr_id	instrument_name	isolation_source	lane	lsid	product_order	project	read_group_id	root_sample_id	run_barcode	run_name	sample_id	specific_host	work_request	BioProject	Consent	DATASTORE_provider	LibraryLayout	Platform	SRA_Study
WGS	202	SAMN02334136	BI	sra	SRX345082	200	Illumina HiSeq 2000	W2.69.ST	RANDOM	METAGENOMIC	Pond-223317	2015-08-31	638	426	gut metagenome	2015-08-31	SRR2222827	SRS476095	W2.69.ST	missing	C22L5ACXX	missing	291791.0	SL-HBK	Stool	3	broadinstitute.org:bsp.prod.sample:3VZ7A	PDO-311	G30810	C22L5.3	SM-3NFN8	C22L5ACXX130421	130421_SL-HBK_0275_BFCC22L5ACXX	SM-3VZ7A	missing	35234	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334136	BI	sra	SRX345082	200	Illumina HiSeq 2000	W2.69.ST	RANDOM	METAGENOMIC	Pond-223317	2015-08-31	628	418	gut metagenome	2015-08-31	SRR2222828	SRS476095	W2.69.ST	missing	C22L5ACXX	missing	291791.0	SL-HBK	Stool	1	broadinstitute.org:bsp.prod.sample:3VZ7A	PDO-311	G30810	C22L5.1	SM-3NFN8	C22L5ACXX130421	130421_SL-HBK_0275_BFCC22L5ACXX	SM-3VZ7A	missing	35234	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334136	BI	sra	SRX345082	200	Illumina HiSeq 2000	W2.69.ST	RANDOM	METAGENOMIC	Pond-223317	2015-08-31	634	423	gut metagenome	2015-08-31	SRR2222988	SRS476095	W2.69.ST	missing	C22L5ACXX	missing	291791.0	SL-HBK	Stool	4	broadinstitute.org:bsp.prod.sample:3VZ7A	PDO-311	G30810	C22L5.4	SM-3NFN8	C22L5ACXX130421	130421_SL-HBK_0275_BFCC22L5ACXX	SM-3VZ7A	missing	35234	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334136	BI	sra	SRX345082	200	Illumina HiSeq 2000	W2.69.ST	RANDOM	METAGENOMIC	Pond-223317	2015-08-31	632	421	gut metagenome	2015-08-31	SRR2222806	SRS476095	W2.69.ST	missing	C22L5ACXX	missing	291791.0	SL-HBK	Stool	2	broadinstitute.org:bsp.prod.sample:3VZ7A	PDO-311	G30810	C22L5.2	SM-3NFN8	C22L5ACXX130421	130421_SL-HBK_0275_BFCC22L5ACXX	SM-3VZ7A	missing	35234	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334136	BI	sra	SRX345082	200	Illumina HiSeq 2000	W2.69.ST	RANDOM	METAGENOMIC	Pond-223317	2015-08-31	623	414	gut metagenome	2015-08-31	SRR2222795	SRS476095	W2.69.ST	missing	C22L5ACXX	missing	291791.0	SL-HBK	Stool	5	broadinstitute.org:bsp.prod.sample:3VZ7A	PDO-311	G30810	C22L5.5	SM-3NFN8	C22L5ACXX130421	130421_SL-HBK_0275_BFCC22L5ACXX	SM-3VZ7A	missing	35234	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334136	BI	sra	SRX345082	200	Illumina HiSeq 2000	W2.69.ST	RANDOM	METAGENOMIC	Pond-223317	2015-08-31	625	416	gut metagenome	2015-08-31	SRR2222804	SRS476095	W2.69.ST	missing	C22L5ACXX	missing	291791.0	SL-HBK	Stool	8	broadinstitute.org:bsp.prod.sample:3VZ7A	PDO-311	G30810	C22L5.8	SM-3NFN8	C22L5ACXX130421	130421_SL-HBK_0275_BFCC22L5ACXX	SM-3VZ7A	missing	35234	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334136	BI	sra	SRX345082	200	Illumina HiSeq 2000	W2.69.ST	RANDOM	METAGENOMIC	Pond-223317	2015-08-31	641	430	gut metagenome	2015-08-31	SRR2222809	SRS476095	W2.69.ST	missing	C22L5ACXX	missing	291791.0	SL-HBK	Stool	6	broadinstitute.org:bsp.prod.sample:3VZ7A	PDO-311	G30810	C22L5.6	SM-3NFN8	C22L5ACXX130421	130421_SL-HBK_0275_BFCC22L5ACXX	SM-3VZ7A	missing	35234	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334250	BI	sra	SRX345087	200	Illumina HiSeq 2000	M2.48.SA	RANDOM	METAGENOMIC	Pond-223709	2015-08-31	84	53	oral metagenome	2015-08-31	SRR2223577	SRS475923	M2.48.SA	missing	D2461ACXX	missing	292269.0	SL-HBH	Saliva	6	broadinstitute.org:bsp.prod.sample:3W47O	PDO-314	G31130	D2461.6	SM-3NPN1	D2461ACXX130422	130422_SL-HBH_0287_BFCD2461ACXX	SM-3W47O	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334250	BI	sra	SRX345087	200	Illumina HiSeq 2000	M2.48.SA	RANDOM	METAGENOMIC	Pond-223709	2015-08-31	83	52	oral metagenome	2015-08-31	SRR2223632	SRS475923	M2.48.SA	missing	D2461ACXX	missing	292269.0	SL-HBH	Saliva	1	broadinstitute.org:bsp.prod.sample:3W47O	PDO-314	G31130	D2461.1	SM-3NPN1	D2461ACXX130422	130422_SL-HBH_0287_BFCD2461ACXX	SM-3W47O	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334250	BI	sra	SRX345087	200	Illumina HiSeq 2000	M2.48.SA	RANDOM	METAGENOMIC	Pond-223709	2015-08-31	87	54	oral metagenome	2015-08-31	SRR2223608	SRS475923	M2.48.SA	missing	D2461ACXX	missing	292269.0	SL-HBH	Saliva	7	broadinstitute.org:bsp.prod.sample:3W47O	PDO-314	G31130	D2461.7	SM-3NPN1	D2461ACXX130422	130422_SL-HBH_0287_BFCD2461ACXX	SM-3W47O	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334294	BI	sra	SRX345088	200	Illumina HiSeq 2000	M2.1.SA	RANDOM	METAGENOMIC	Pond-224874	2015-08-31	33	19	oral metagenome	2015-08-31	SRR2224308	SRS475926	M2.1.SA	missing	D23GBACXX	missing	293917.0	SL-HBK	Saliva	2	broadinstitute.org:bsp.prod.sample:3XIYH	PDO-312	G31431	D23GB.2	SM-3NPMB	D23GBACXX130408	130408_SL-HBK_0272_AFCD23GBACXX	SM-3XIYH	missing	35434	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334294	BI	sra	SRX345088	200	Illumina HiSeq 2000	M2.1.SA	RANDOM	METAGENOMIC	Pond-224874	2015-08-31	33	19	oral metagenome	2015-08-31	SRR2224391	SRS475926	M2.1.SA	missing	D23GBACXX	missing	293917.0	SL-HBK	Saliva	4	broadinstitute.org:bsp.prod.sample:3XIYH	PDO-312	G31431	D23GB.4	SM-3NPMB	D23GBACXX130408	130408_SL-HBK_0272_AFCD23GBACXX	SM-3XIYH	missing	35434	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334294	BI	sra	SRX345088	200	Illumina HiSeq 2000	M2.1.SA	RANDOM	METAGENOMIC	Pond-224874	2015-08-31	33	20	oral metagenome	2015-08-31	SRR2224418	SRS475926	M2.1.SA	missing	D23GBACXX	missing	293917.0	SL-HBK	Saliva	3	broadinstitute.org:bsp.prod.sample:3XIYH	PDO-312	G31431	D23GB.3	SM-3NPMB	D23GBACXX130408	130408_SL-HBK_0272_AFCD23GBACXX	SM-3XIYH	missing	35434	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334294	BI	sra	SRX345088	200	Illumina HiSeq 2000	M2.1.SA	RANDOM	METAGENOMIC	Pond-224874	2015-08-31	33	19	oral metagenome	2015-08-31	SRR2224447	SRS475926	M2.1.SA	missing	D23GBACXX	missing	293917.0	SL-HBK	Saliva	5	broadinstitute.org:bsp.prod.sample:3XIYH	PDO-312	G31431	D23GB.5	SM-3NPMB	D23GBACXX130408	130408_SL-HBK_0272_AFCD23GBACXX	SM-3XIYH	missing	35434	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334294	BI	sra	SRX345088	200	Illumina HiSeq 2000	M2.1.SA	RANDOM	METAGENOMIC	Pond-224874	2015-08-31	33	19	oral metagenome	2015-08-31	SRR2224451	SRS475926	M2.1.SA	missing	D23GBACXX	missing	293917.0	SL-HBK	Saliva	1	broadinstitute.org:bsp.prod.sample:3XIYH	PDO-312	G31431	D23GB.1	SM-3NPMB	D23GBACXX130408	130408_SL-HBK_0272_AFCD23GBACXX	SM-3XIYH	missing	35434	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334294	BI	sra	SRX345088	200	Illumina HiSeq 2000	M2.1.SA	RANDOM	METAGENOMIC	Pond-224874	2015-08-31	33	19	oral metagenome	2015-08-31	SRR2224465	SRS475926	M2.1.SA	missing	D23GBACXX	missing	293917.0	SL-HBK	Saliva	6	broadinstitute.org:bsp.prod.sample:3XIYH	PDO-312	G31431	D23GB.6	SM-3NPMB	D23GBACXX130408	130408_SL-HBK_0272_AFCD23GBACXX	SM-3XIYH	missing	35434	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334294	BI	sra	SRX345088	200	Illumina HiSeq 2000	M2.1.SA	RANDOM	METAGENOMIC	Pond-224874	2015-08-31	32	19	oral metagenome	2015-08-31	SRR2224481	SRS475926	M2.1.SA	missing	D23GBACXX	missing	293917.0	SL-HBK	Saliva	8	broadinstitute.org:bsp.prod.sample:3XIYH	PDO-312	G31431	D23GB.8	SM-3NPMB	D23GBACXX130408	130408_SL-HBK_0272_AFCD23GBACXX	SM-3XIYH	missing	35434	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334180	BI	sra	SRX345094	200	Illumina HiSeq 2000	HUGE-05-22.ST	RANDOM	METAGENOMIC	Pond-224222	2015-08-29	1067	729	gut metagenome	2015-08-28	SRR2194935	SRS476760	HUGE-05-22.ST	missing	C1K43ACXX	missing	292825.0	SL-HAY	Stool	2	broadinstitute.org:bsp.prod.sample:3WLEU	PDO-308	G31261	C1K43.2	SM-3NF7C	C1K43ACXX130219	130219_SL-HAY_0249_AFCC1K43ACXX	SM-3WLEU	missing	35334	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333917	BI	sra	SRX345096	200	Illumina HiSeq 2000	W1.9.ST	RANDOM	METAGENOMIC	Pond-222438	2015-08-31	477	318	gut metagenome	2015-08-31	SRR2222637	SRS476205	W1.9.ST	missing	C22B9ACXX	missing	290584.0	SL-HBE	Stool	1	broadinstitute.org:bsp.prod.sample:3VWOR	PDO-310	G30546	C22B9.1	SM-3NFPA	C22B9ACXX130422	130422_SL-HBE_0228_AFCC22B9ACXX	SM-3VWOR	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333917	BI	sra	SRX345096	200	Illumina HiSeq 2000	W1.9.ST	RANDOM	METAGENOMIC	Pond-222438	2015-08-31	474	316	gut metagenome	2015-08-31	SRR2222497	SRS476205	W1.9.ST	missing	C22B9ACXX	missing	290584.0	SL-HBE	Stool	2	broadinstitute.org:bsp.prod.sample:3VWOR	PDO-310	G30546	C22B9.2	SM-3NFPA	C22B9ACXX130422	130422_SL-HBE_0228_AFCC22B9ACXX	SM-3VWOR	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334222	BI	sra	SRX345097	200	Illumina HiSeq 2000	HUGE-06-13.ST	RANDOM	METAGENOMIC	Pond-224241	2015-08-31	1006	679	gut metagenome	2015-08-31	SRR2221896	SRS476093	HUGE-06-13.ST	missing	D207AACXX	missing	292843.0	SL-HBK	Stool	4	broadinstitute.org:bsp.prod.sample:3WLFE	PDO-308	G31279	D207A.4	SM-3NF7G	D207AACXX130324	130324_SL-HBK_0270_AFCD207AACXX	SM-3WLFE	missing	35334	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334222	BI	sra	SRX345097	200	Illumina HiSeq 2000	HUGE-06-13.ST	RANDOM	METAGENOMIC	Pond-224241	2015-08-31	1003	676	gut metagenome	2015-08-31	SRR2221610	SRS476093	HUGE-06-13.ST	missing	D207AACXX	missing	292843.0	SL-HBK	Stool	3	broadinstitute.org:bsp.prod.sample:3WLFE	PDO-308	G31279	D207A.3	SM-3NF7G	D207AACXX130324	130324_SL-HBK_0270_AFCD207AACXX	SM-3WLFE	missing	35334	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334222	BI	sra	SRX345097	200	Illumina HiSeq 2000	HUGE-06-13.ST	RANDOM	METAGENOMIC	Pond-224241	2015-08-31	990	667	gut metagenome	2015-08-31	SRR2221497	SRS476093	HUGE-06-13.ST	missing	D207AACXX	missing	292843.0	SL-HBK	Stool	1	broadinstitute.org:bsp.prod.sample:3WLFE	PDO-308	G31279	D207A.1	SM-3NF7G	D207AACXX130324	130324_SL-HBK_0270_AFCD207AACXX	SM-3WLFE	missing	35334	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334222	BI	sra	SRX345097	200	Illumina HiSeq 2000	HUGE-06-13.ST	RANDOM	METAGENOMIC	Pond-224241	2015-08-31	1018	692	gut metagenome	2015-08-31	SRR2221470	SRS476093	HUGE-06-13.ST	missing	D207AACXX	missing	292843.0	SL-HBK	Stool	2	broadinstitute.org:bsp.prod.sample:3WLFE	PDO-308	G31279	D207A.2	SM-3NF7G	D207AACXX130324	130324_SL-HBK_0270_AFCD207AACXX	SM-3WLFE	missing	35334	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333922	BI	sra	SRX345100	200	Illumina HiSeq 2000	M2.38.ST	RANDOM	METAGENOMIC	Pond-222387	2015-08-29	543	365	gut metagenome	2015-08-28	SRR2195755	SRS476191	M2.38.ST	missing	D2478ACXX	missing	290535.0	SL-HAS	Stool	3	broadinstitute.org:bsp.prod.sample:3VWNB	PDO-310	G30497	D2478.3	SM-3NFOI	D2478ACXX130418	130418_SL-HAS_0294_BFCD2478ACXX	SM-3VWNB	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333922	BI	sra	SRX345100	200	Illumina HiSeq 2000	M2.38.ST	RANDOM	METAGENOMIC	Pond-222387	2015-08-29	551	371	gut metagenome	2015-08-28	SRR2195772	SRS476191	M2.38.ST	missing	D2478ACXX	missing	290535.0	SL-HAS	Stool	4	broadinstitute.org:bsp.prod.sample:3VWNB	PDO-310	G30497	D2478.4	SM-3NFOI	D2478ACXX130418	130418_SL-HAS_0294_BFCD2478ACXX	SM-3VWNB	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333922	BI	sra	SRX345100	200	Illumina HiSeq 2000	M2.38.ST	RANDOM	METAGENOMIC	Pond-222387	2015-08-29	551	378	gut metagenome	2015-08-28	SRR2195841	SRS476191	M2.38.ST	missing	D2478ACXX	missing	290535.0	SL-HAS	Stool	7	broadinstitute.org:bsp.prod.sample:3VWNB	PDO-310	G30497	D2478.7	SM-3NFOI	D2478ACXX130418	130418_SL-HAS_0294_BFCD2478ACXX	SM-3VWNB	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333922	BI	sra	SRX345100	200	Illumina HiSeq 2000	M2.38.ST	RANDOM	METAGENOMIC	Pond-222387	2015-08-29	545	371	gut metagenome	2015-08-28	SRR2195852	SRS476191	M2.38.ST	missing	D2478ACXX	missing	290535.0	SL-HAS	Stool	6	broadinstitute.org:bsp.prod.sample:3VWNB	PDO-310	G30497	D2478.6	SM-3NFOI	D2478ACXX130418	130418_SL-HAS_0294_BFCD2478ACXX	SM-3VWNB	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333922	BI	sra	SRX345100	200	Illumina HiSeq 2000	M2.38.ST	RANDOM	METAGENOMIC	Pond-222387	2015-08-29	538	362	gut metagenome	2015-08-28	SRR2195901	SRS476191	M2.38.ST	missing	D2478ACXX	missing	290535.0	SL-HAS	Stool	5	broadinstitute.org:bsp.prod.sample:3VWNB	PDO-310	G30497	D2478.5	SM-3NFOI	D2478ACXX130418	130418_SL-HAS_0294_BFCD2478ACXX	SM-3VWNB	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333922	BI	sra	SRX345100	200	Illumina HiSeq 2000	M2.38.ST	RANDOM	METAGENOMIC	Pond-222387	2015-08-29	535	366	gut metagenome	2015-08-28	SRR2195875	SRS476191	M2.38.ST	missing	D2478ACXX	missing	290535.0	SL-HAS	Stool	8	broadinstitute.org:bsp.prod.sample:3VWNB	PDO-310	G30497	D2478.8	SM-3NFOI	D2478ACXX130418	130418_SL-HAS_0294_BFCD2478ACXX	SM-3VWNB	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333922	BI	sra	SRX345100	200	Illumina HiSeq 2000	M2.38.ST	RANDOM	METAGENOMIC	Pond-222387	2015-08-29	533	362	gut metagenome	2015-08-28	SRR2195860	SRS476191	M2.38.ST	missing	D2478ACXX	missing	290535.0	SL-HAS	Stool	1	broadinstitute.org:bsp.prod.sample:3VWNB	PDO-310	G30497	D2478.1	SM-3NFOI	D2478ACXX130418	130418_SL-HAS_0294_BFCD2478ACXX	SM-3VWNB	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02333922	BI	sra	SRX345100	200	Illumina HiSeq 2000	M2.38.ST	RANDOM	METAGENOMIC	Pond-222387	2015-08-29	535	359	gut metagenome	2015-08-28	SRR2195878	SRS476191	M2.38.ST	missing	D2478ACXX	missing	290535.0	SL-HAS	Stool	2	broadinstitute.org:bsp.prod.sample:3VWNB	PDO-310	G30497	D2478.2	SM-3NFOI	D2478ACXX130418	130418_SL-HAS_0294_BFCD2478ACXX	SM-3VWNB	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334257	BI	sra	SRX345101	200	Illumina HiSeq 2000	W2.37.SA	RANDOM	METAGENOMIC	Pond-223658	2015-09-01	111	71	oral metagenome	2015-09-01	SRR2226250	SRS475708	W2.37.SA	missing	D2520ACXX	missing	292220.0	SL-HAF	Saliva	5	broadinstitute.org:bsp.prod.sample:3W468	PDO-314	G31081	D2520.5	SM-3NQNQ	D2520ACXX130511	130511_SL-HAF_0338_AFCD2520ACXX	SM-3W468	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334257	BI	sra	SRX345101	200	Illumina HiSeq 2000	W2.37.SA	RANDOM	METAGENOMIC	Pond-223658	2015-09-01	112	72	oral metagenome	2015-09-01	SRR2226377	SRS475708	W2.37.SA	missing	D2520ACXX	missing	292220.0	SL-HAF	Saliva	1	broadinstitute.org:bsp.prod.sample:3W468	PDO-314	G31081	D2520.1	SM-3NQNQ	D2520ACXX130511	130511_SL-HAF_0338_AFCD2520ACXX	SM-3W468	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334257	BI	sra	SRX345101	200	Illumina HiSeq 2000	W2.37.SA	RANDOM	METAGENOMIC	Pond-223658	2015-09-01	112	72	oral metagenome	2015-09-01	SRR2226247	SRS475708	W2.37.SA	missing	D2520ACXX	missing	292220.0	SL-HAF	Saliva	6	broadinstitute.org:bsp.prod.sample:3W468	PDO-314	G31081	D2520.6	SM-3NQNQ	D2520ACXX130511	130511_SL-HAF_0338_AFCD2520ACXX	SM-3W468	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334257	BI	sra	SRX345101	200	Illumina HiSeq 2000	W2.37.SA	RANDOM	METAGENOMIC	Pond-223658	2015-09-01	112	71	oral metagenome	2015-09-01	SRR2226394	SRS475708	W2.37.SA	missing	D2520ACXX	missing	292220.0	SL-HAF	Saliva	3	broadinstitute.org:bsp.prod.sample:3W468	PDO-314	G31081	D2520.3	SM-3NQNQ	D2520ACXX130511	130511_SL-HAF_0338_AFCD2520ACXX	SM-3W468	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334257	BI	sra	SRX345101	200	Illumina HiSeq 2000	W2.37.SA	RANDOM	METAGENOMIC	Pond-223658	2015-09-01	109	70	oral metagenome	2015-09-01	SRR2226384	SRS475708	W2.37.SA	missing	D2520ACXX	missing	292220.0	SL-HAF	Saliva	4	broadinstitute.org:bsp.prod.sample:3W468	PDO-314	G31081	D2520.4	SM-3NQNQ	D2520ACXX130511	130511_SL-HAF_0338_AFCD2520ACXX	SM-3W468	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334257	BI	sra	SRX345101	200	Illumina HiSeq 2000	W2.37.SA	RANDOM	METAGENOMIC	Pond-223658	2015-09-01	110	70	oral metagenome	2015-09-01	SRR2226382	SRS475708	W2.37.SA	missing	D2520ACXX	missing	292220.0	SL-HAF	Saliva	2	broadinstitute.org:bsp.prod.sample:3W468	PDO-314	G31081	D2520.2	SM-3NQNQ	D2520ACXX130511	130511_SL-HAF_0338_AFCD2520ACXX	SM-3W468	missing	35260	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334122	BI	sra	SRX345104	200	Illumina HiSeq 2000	W1.21.ST	RANDOM	METAGENOMIC	Pond-223248	2015-09-01	709	480	gut metagenome	2015-09-01	SRR2225698	SRS475695	W1.21.ST	missing	D24DDACXX	missing	291733.0	SL-HBJ	Stool	1	broadinstitute.org:bsp.prod.sample:3VZ5J	PDO-311	G30752	D24DD.1	SM-3NFNH	D24DDACXX130423	130423_SL-HBJ_0256_AFCD24DDACXX	SM-3VZ5J	missing	35234	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334122	BI	sra	SRX345104	200	Illumina HiSeq 2000	W1.21.ST	RANDOM	METAGENOMIC	Pond-223248	2015-09-01	707	480	gut metagenome	2015-09-01	SRR2225709	SRS475695	W1.21.ST	missing	D24DDACXX	missing	291733.0	SL-HBJ	Stool	4	broadinstitute.org:bsp.prod.sample:3VZ5J	PDO-311	G30752	D24DD.4	SM-3NFNH	D24DDACXX130423	130423_SL-HBJ_0256_AFCD24DDACXX	SM-3VZ5J	missing	35234	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334122	BI	sra	SRX345104	200	Illumina HiSeq 2000	W1.21.ST	RANDOM	METAGENOMIC	Pond-223248	2015-09-01	702	476	gut metagenome	2015-09-01	SRR2225735	SRS475695	W1.21.ST	missing	D24DDACXX	missing	291733.0	SL-HBJ	Stool	5	broadinstitute.org:bsp.prod.sample:3VZ5J	PDO-311	G30752	D24DD.5	SM-3NFNH	D24DDACXX130423	130423_SL-HBJ_0256_AFCD24DDACXX	SM-3VZ5J	missing	35234	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334122	BI	sra	SRX345104	200	Illumina HiSeq 2000	W1.21.ST	RANDOM	METAGENOMIC	Pond-223248	2015-09-01	719	489	gut metagenome	2015-09-01	SRR2225731	SRS475695	W1.21.ST	missing	D24DDACXX	missing	291733.0	SL-HBJ	Stool	2	broadinstitute.org:bsp.prod.sample:3VZ5J	PDO-311	G30752	D24DD.2	SM-3NFNH	D24DDACXX130423	130423_SL-HBJ_0256_AFCD24DDACXX	SM-3VZ5J	missing	35234	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334122	BI	sra	SRX345104	200	Illumina HiSeq 2000	W1.21.ST	RANDOM	METAGENOMIC	Pond-223248	2015-09-01	717	487	gut metagenome	2015-09-01	SRR2225712	SRS475695	W1.21.ST	missing	D24DDACXX	missing	291733.0	SL-HBJ	Stool	3	broadinstitute.org:bsp.prod.sample:3VZ5J	PDO-311	G30752	D24DD.3	SM-3NFNH	D24DDACXX130423	130423_SL-HBJ_0256_AFCD24DDACXX	SM-3VZ5J	missing	35234	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334122	BI	sra	SRX345104	200	Illumina HiSeq 2000	W1.21.ST	RANDOM	METAGENOMIC	Pond-223248	2015-09-01	708	479	gut metagenome	2015-09-01	SRR2225726	SRS475695	W1.21.ST	missing	D24DDACXX	missing	291733.0	SL-HBJ	Stool	6	broadinstitute.org:bsp.prod.sample:3VZ5J	PDO-311	G30752	D24DD.6	SM-3NFNH	D24DDACXX130423	130423_SL-HBJ_0256_AFCD24DDACXX	SM-3VZ5J	missing	35234	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334036	BI	sra	SRX345105	200	Illumina HiSeq 2000	M1.1.ST	RANDOM	METAGENOMIC	Pond-222382	2015-08-29	613	417	gut metagenome	2015-08-28	SRR2195899	SRS475566	M1.1.ST	missing	D2478ACXX	missing	290530.0	SL-HAS	Stool	1	broadinstitute.org:bsp.prod.sample:3VWN6	PDO-310	G30492	D2478.1	SM-3NFQ2	D2478ACXX130418	130418_SL-HAS_0294_BFCD2478ACXX	SM-3VWN6	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334036	BI	sra	SRX345105	200	Illumina HiSeq 2000	M1.1.ST	RANDOM	METAGENOMIC	Pond-222382	2015-08-29	658	445	gut metagenome	2015-08-28	SRR2195888	SRS475566	M1.1.ST	missing	D2478ACXX	missing	290530.0	SL-HAS	Stool	4	broadinstitute.org:bsp.prod.sample:3VWN6	PDO-310	G30492	D2478.4	SM-3NFQ2	D2478ACXX130418	130418_SL-HAS_0294_BFCD2478ACXX	SM-3VWN6	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334036	BI	sra	SRX345105	200	Illumina HiSeq 2000	M1.1.ST	RANDOM	METAGENOMIC	Pond-222382	2015-08-28	607	408	gut metagenome	2015-08-28	SRR2195911	SRS475566	M1.1.ST	missing	D2478ACXX	missing	290530.0	SL-HAS	Stool	2	broadinstitute.org:bsp.prod.sample:3VWN6	PDO-310	G30492	D2478.2	SM-3NFQ2	D2478ACXX130418	130418_SL-HAS_0294_BFCD2478ACXX	SM-3VWN6	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
WGS	202	SAMN02334036	BI	sra	SRX345105	200	Illumina HiSeq 2000	M1.1.ST	RANDOM	METAGENOMIC	Pond-222382	2015-08-29	665	456	gut metagenome	2015-08-28	SRR2195851	SRS475566	M1.1.ST	missing	D2478ACXX	missing	290530.0	SL-HAS	Stool	7	broadinstitute.org:bsp.prod.sample:3VWN6	PDO-310	G30492	D2478.7	SM-3NFQ2	D2478ACXX130418	130418_SL-HAS_0294_BFCD2478ACXX	SM-3VWN6	missing	35191	PRJNA217052	public	ncbi	PAIRED	ILLUMINA	SRP029441
