"","SRR","Date","Candidate","Scaffolds","Split.Site.1","Split.Site.2","Supporting.Split.Reads","Supporting.Read.Pairs.first.in.pair."
"42","SRR2187351","2013-10-06","A","BACT_1002|gi|224993804|ref|NZ_ACFY01000113.1|",10340,12683,"SRR2187351.1677781.1,SRR2187351.2316649.1,SRR2187351.1270530.2,SRR2187351.1677781.2,SRR2187351.3765142.2","SRR2187351.1270530"
"43","SRR2187351","2013-10-06","A","BACT_539|gi|238922432|ref|NC_012781.1|",696646,739525,"SRR2187351.1333490.1,SRR2187351.2183136.1,SRR2187351.3753737.1,SRR2187351.734778.1,SRR2187351.1643415.2,SRR2187351.2231225.2,SRR2187351.2937253.2,SRR2187351.545875.2,SRR2187351.79616.2","SRR2187351.588437,SRR2187351.5075764,SRR2187351.2937253"
"44","SRR2187351","2013-10-06","A","BACT_424|gi|224983091|ref|NZ_ABVR01000037.1|",143236,148598,"SRR2187351.260958.1,SRR2187351.5189170.1,SRR2187351.5672411.1,SRR2187351.5672411.2",""
"45","SRR2187351","2013-10-06","A","BACT_539|gi|238922432|ref|NC_012781.1|",2043282,2044621,"SRR2187351.13822.1,SRR2187351.3278049.1,SRR2187351.431725.1,SRR2187351.4358464.1,SRR2187351.772860.1,SRR2187351.13822.2,SRR2187351.2138194.2,SRR2187351.2585003.2,SRR2187351.3278049.2,SRR2187351.4054972.2,SRR2187351.772860.2",""
"46","SRR2187351","2013-10-06","A","BACT_1002|gi|224993804|ref|NZ_ACFY01000113.1|",12952,49601,"SRR2187351.1221946.1,SRR2187351.1515831.1,SRR2187351.3387542.1,SRR2187351.426341.2,SRR2187351.5454032.2","SRR2187351.5454032"
"47","SRR2187351","2013-10-06","A","BACT_1002|gi|224993834|ref|NZ_ACFY01000143.1|",25688,26986,"SRR2187351.3079791.1,SRR2187351.5318157.1,SRR2187351.5751012.1,SRR2187351.5751012.2",""
"48","SRR2187351","2013-10-06","A","BACT_539|gi|238922432|ref|NC_012781.1|",1493480,1495385,"SRR2187351.1594205.1,SRR2187351.180426.1,SRR2187351.1893193.1,SRR2187351.2646942.1,SRR2187351.2648540.1,SRR2187351.2876067.1,SRR2187351.5569570.1,SRR2187351.2639116.2,SRR2187351.2876067.2,SRR2187351.3138939.2,SRR2187351.4119254.2,SRR2187351.5029485.2,SRR2187351.5129361.2,SRR2187351.5569570.2","SRR2187351.4222233,SRR2187351.3005729,SRR2187351.3687251,SRR2187351.434700"
"49","SRR2187351","2013-10-06","A","BACT_196|gi|150002608|ref|NC_009614.1|",1646547,1649077,"SRR2187351.1355421.1,SRR2187351.1497067.1,SRR2187351.1577746.1,SRR2187351.2176125.1,SRR2187351.2916516.1,SRR2187351.4253852.1,SRR2187351.4339732.1,SRR2187351.4654322.1,SRR2187351.1497067.2,SRR2187351.4339732.2,SRR2187351.4414397.2,SRR2187351.5223986.2,SRR2187351.774894.2","SRR2187351.1152174,SRR2187351.4414397"
"50","SRR2187351","2013-10-06","A","BACT_418|gi|139439468|ref|NZ_AAVN02000009.1|",89417,90923,"SRR2187351.135115.1,SRR2187351.4366185.1,SRR2187351.2116927.2,SRR2187351.5183100.2",""
"51","SRR2187351","2013-10-06","A","BACT_1002|gi|224993782|ref|NZ_ACFY01000091.1|",48562,50309,"SRR2187351.2061397.1,SRR2187351.247843.1,SRR2187351.3384904.1,SRR2187351.4258160.2,SRR2187351.4666987.2,SRR2187351.5283637.2,SRR2187351.5314196.2","SRR2187351.5283637"
"52","SRR2187351","2013-10-06","A","BACT_539|gi|238922432|ref|NC_012781.1|",1151184,1187806,"SRR2187351.1435190.1,SRR2187351.2206137.1,SRR2187351.2591048.1,SRR2187351.5245413.1,SRR2187351.19479.2,SRR2187351.2727361.2","SRR2187351.3355315,SRR2187351.101511"
"53","SRR2187351","2013-10-06","A","BACT_1023|gi|138310355|ref|NZ_AAVO02000002.1|",89781,93928,"SRR2187351.2360305.1,SRR2187351.2932686.1,SRR2187351.3679531.1,SRR2187351.3780755.1,SRR2187351.2932686.2,SRR2187351.3556139.2","SRR2187351.2898294,SRR2187351.248585,SRR2187351.3556139"
"54","SRR2187351","2013-10-06","A","BACT_539|gi|238922432|ref|NC_012781.1|",1900318,1902191,"SRR2187351.1738052.1,SRR2187351.2474416.1,SRR2187351.2850116.1,SRR2187351.3271684.1,SRR2187351.3562023.1,SRR2187351.3719405.1,SRR2187351.5362863.1,SRR2187351.2573726.2,SRR2187351.305839.2,SRR2187351.3562023.2,SRR2187351.3644661.2,SRR2187351.3719405.2,SRR2187351.680821.2","SRR2187351.1819990,SRR2187351.1329204,SRR2187351.313985"
"55","SRR2187351","2013-10-06","A","BACT_221|gi|222444353|ref|NZ_ABXX02000001.1|",540977,542990,"SRR2187351.3550929.1,SRR2187351.4788266.1,SRR2187351.5478279.1,SRR2187351.3721898.2,SRR2187351.5478279.2",""
"56","SRR2187351","2013-10-06","A","BACT_1024|gi|226332901|gb|ACII01000118.1|",4883,7253,"SRR2187351.1458763.1,SRR2187351.2185625.1,SRR2187351.2800568.1,SRR2187351.5637547.1,SRR2187351.2185625.2,SRR2187351.4405170.2","SRR2187351.4405170,SRR2187351.3238311"
"57","SRR2187351","2013-10-06","A","BACT_545|gi|253795369|ref|NZ_ACOP02000039.1|",19035,23284,"SRR2187351.12092.1,SRR2187351.129412.1,SRR2187351.5044954.1,SRR2187351.5318758.1,SRR2187351.5461240.2",""
"58","SRR2187351","2013-10-06","A","BACT_539|gi|238922432|ref|NC_012781.1|",567392,585792,"SRR2187351.1658551.1,SRR2187351.1830508.1,SRR2187351.3035144.1,SRR2187351.5507559.1,SRR2187351.819117.1,SRR2187351.1529957.2,SRR2187351.1830508.2,SRR2187351.3965863.2,SRR2187351.578093.2","SRR2187351.578093,SRR2187351.1095127,SRR2187351.1229045,SRR2187351.651426,SRR2187351.1529957"
"59","SRR2187351","2013-10-06","A","BACT_1002|gi|224993843|ref|NZ_ACFY01000152.1|",40330,42249,"SRR2187351.4272604.1,SRR2187351.5090693.1,SRR2187351.5156285.1,SRR2187351.5270440.1,SRR2187351.4350841.2",""
"60","SRR2187351","2013-10-06","A","BACT_546|gi|160944587|ref|NZ_ABED02000028.1|",113442,114904,"SRR2187351.2164074.1,SRR2187351.4589600.1,SRR2187351.771152.1,SRR2187351.1327947.2,SRR2187351.2478543.2,SRR2187351.4589600.2,SRR2187351.4672391.2","SRR2187351.2478543,SRR2187351.4350859,SRR2187351.3007995"
"61","SRR2187351","2013-10-06","A","BACT_539|gi|238922432|ref|NC_012781.1|",1198337,1211368,"SRR2187351.2256633.1,SRR2187351.2458422.1,SRR2187351.3515372.1,SRR2187351.3638075.1,SRR2187351.42710.1,SRR2187351.4590333.1,SRR2187351.4593756.1,SRR2187351.4974698.1,SRR2187351.531986.1,SRR2187351.5787898.1,SRR2187351.589761.1,SRR2187351.2090428.2,SRR2187351.2458422.2,SRR2187351.3638075.2,SRR2187351.589761.2,SRR2187351.800861.2","SRR2187351.3745635,SRR2187351.2090428,SRR2187351.2441240,SRR2187351.500825"
"62","SRR2187351","2013-10-06","A","BACT_539|gi|238922432|ref|NC_012781.1|",1069269,1071234,"SRR2187351.1170585.1,SRR2187351.1223911.1,SRR2187351.3324389.1,SRR2187351.4384357.1,SRR2187351.1170585.2,SRR2187351.1191560.2,SRR2187351.1909245.2,SRR2187351.2323521.2,SRR2187351.261488.2,SRR2187351.4121114.2,SRR2187351.506537.2,SRR2187351.5437359.2,SRR2187351.794468.2","SRR2187351.1191560,SRR2187351.951890,SRR2187351.506537,SRR2187351.261488,SRR2187351.794468"
"63","SRR2187351","2013-10-06","A","BACT_1021|gi|146386243|ref|NZ_AAYG02000027.1|",100932,102261,"SRR2187351.1003382.1,SRR2187351.1561458.1,SRR2187351.4263916.1,SRR2187351.1561458.2,SRR2187351.4263916.2",""
"259","SRR2236892","2013-10-06","A",NA,NA,NA,NA,NA
"260","SRR2236857","2013-10-06","A",NA,NA,NA,NA,NA
"312","SRR2247123","2013-10-06","A",NA,NA,NA,NA,NA
"313","SRR2248693","2013-10-06","A",NA,NA,NA,NA,NA
